6.556572020990913963e-02,1.119556294612965797e+00
7.165704113289483868e-02,7.159573359665723224e-02
1.222975564038136786e-01,1.219929231549554127e-01
3.065112862423935436e-01,3.017343675046301743e-01
3.243130387255649394e-01,3.186577112140401291e-01
6.227627625905496345e-01,1.304403930020190616e+00
6.528284632132946852e-01,6.074356756668186641e-01
6.701753043334973681e-01,6.211233848286246140e-01
6.747064445263578625e-01,6.246681090069705622e-01
1.002028968038379375e+00,8.425655081194420859e-01
1.077002600651457254e+00,2.125231020571494156e+00
1.171109470414002818e+00,9.211828927108233200e-01
1.395734454492068455e+00,9.847157645486701583e-01
1.433660775399337339e+00,9.906116473550974355e-01
1.441966150340389108e+00,9.917128642827695018e-01
1.548872720775171352e+00,4.235351201963313272e-01
1.715802642745005713e+00,9.895049932456813080e-01
1.800344544940263303e+00,9.737692917442827278e-01
1.861980078942707673e+00,9.579047076524012105e-01
2.279100366805227651e+00,7.594662688257333150e-01
2.358841722761168214e+00,6.565243771903753744e-01
2.370812568802456166e+00,6.966950579522180886e-01
2.434947820536491392e+00,6.492856762051376629e-01
2.762023815103900048e+00,3.705200304979122672e-01
3.059736869306065365e+00,8.176440423745046093e-02
3.346580394455779928e+00,-1.426267439844286278e+00
3.411973627371324369e+00,-2.670985887660308755e-01
3.417549453615378763e+00,-2.724676609733029387e-01
3.480355361273259174e+00,-3.323203740680267804e-01
3.816903720139308120e+00,-6.251401383079731033e-01
3.894030706364878469e+00,-1.139509063039475967e+00
4.050858632232469780e+00,-7.890530245550078092e-01
4.078879149626772005e+00,-8.059547371606073929e-01
4.156344962238304852e+00,-8.493498388176402569e-01
4.372881916412771020e+00,-9.429189387862488836e-01
4.575148286605385195e+00,-9.149100328752018951e-01
4.631189951221495349e+00,-9.967051697406078548e-01
4.790469618504124227e+00,-9.969532553424701460e-01
4.936050851169219378e+00,-9.750917793931127564e-01
4.982592594755419491e+00,-9.637165660342325024e-01
