3.216318370899751145e-02,6.798810008989575326e-01
1.072955407147863083e-01,1.070897888513236140e-01
1.108231228090045262e-01,1.105964114910577417e-01
1.804424803585019665e-01,1.794648873955149992e-01
2.083259830535033608e-01,2.068223681984029949e-01
2.521619802042018854e-01,-2.496771861496977496e-01
2.680736552354329172e-01,2.648743879226846953e-01
3.265268416163585874e-01,3.207553256681946463e-01
4.075516971659792764e-01,3.963627460492121779e-01
4.225651750817438490e-01,4.101013419317061648e-01
4.560174963089308475e-01,-7.628101868466182767e-01
4.570316763202936228e-01,4.412863812248623008e-01
5.701434082378009638e-01,5.397527787197908822e-01
6.458026445517234260e-01,6.018396378618804388e-01
7.373951977076043107e-01,6.723620616899775859e-01
8.432148184367677102e-01,-7.258865193161033735e-01
9.031218093847531714e-01,7.852636372790740005e-01
9.083840903329443162e-01,7.885109516701762633e-01
9.151049936363403470e-01,7.926266066361858931e-01
9.736610285758667827e-01,8.269497584336713558e-01
9.964545607683172879e-01,2.048329481068310809e+00
1.125077741914654705e+00,9.023011118604666869e-01
1.125744209632039805e+00,9.025882299268567222e-01
1.139208295883832989e+00,9.083026000991119009e-01
1.216512988970546605e+00,9.378953528756112101e-01
1.224796244654615229e+00,-4.757403304895191365e-01
1.268394439575947885e+00,9.546239279042758596e-01
1.304137699900956848e+00,9.646567638193216387e-01
1.349431199174912610e+00,9.755986288090371383e-01
1.384698820093604343e+00,9.827337761339351996e-01
1.438804295645312425e+00,-9.376317236894404772e-02
1.478693566284204230e+00,9.957615382348877775e-01
1.484364402431154195e+00,9.962670859812059465e-01
1.549021623111478396e+00,9.997629405065423525e-01
1.592233358747753957e+00,9.997702356296761517e-01
1.765105811872165642e+00,9.482047138438268741e-01
1.856201559951754509e+00,9.595476395440610817e-01
1.884831501079716753e+00,9.510948552233536857e-01
1.917522066103100054e+00,9.404904122524884169e-01
2.029934577989168432e+00,8.964347365199558659e-01
2.064276159676922795e+00,1.924404647213981523e+00
2.096571029187008328e+00,8.649353910800647860e-01
2.159447610956534369e+00,8.316902960413905532e-01
2.198652005682845356e+00,8.092889651863213185e-01
2.207656030851103068e+00,8.039671703103312694e-01
2.249836643750193765e+00,-3.377294442163716326e-01
2.296260774823748019e+00,7.481913492978899960e-01
2.321839166121599352e+00,7.309776314362474992e-01
2.326553943843874261e+00,7.277521478455603043e-01
2.380883663653761140e+00,6.894351733554492379e-01
2.390646475103903157e+00,1.050229941490065766e+00
2.414262765448050185e+00,6.648775611385547846e-01
2.435914698803116174e+00,6.485500187676381811e-01
2.437699564536639496e+00,6.471903965415906068e-01
2.475427244460682186e+00,6.179757934875758085e-01
2.497107872084014524e+00,6.535675335733744928e-01
2.522509612778427002e+00,5.802886230413434321e-01
2.540865485333139162e+00,5.652424819183615723e-01
2.684085116818604622e+00,4.417133523918905791e-01
2.717161168164740737e+00,4.118027763404438213e-01
2.773545935553669572e+00,4.036601115733482459e-01
2.796107629814270190e+00,3.386530814189144811e-01
2.812533246010526344e+00,3.231530449253541271e-01
2.932752323474139278e+00,2.073255669305616167e-01
2.957405790991193051e+00,1.831472105755150293e-01
3.004213447559384687e+00,-8.996363401514800850e-02
3.051989731239134862e+00,8.948307155271865987e-02
3.085199480172148956e+00,5.636328800233363773e-02
3.105011820409375289e+00,3.657267524109818202e-02
3.112960200607546302e+00,2.862854091225577879e-02
3.123432283358933859e+00,-3.229260867322182871e-01
3.130225185123731713e+00,1.136722365151576937e-02
3.183391747479016765e+00,-4.178692330538529703e-02
3.191773953461345847e+00,-5.016024174221037080e-02
3.294827879499307777e+00,-1.526362426428356511e-01
3.301949196959030886e+00,-1.239918092255335669e+00
3.351593380845181880e+00,-2.084606111242974236e-01
3.417097326393012668e+00,-2.720326121770972327e-01
3.449055296470918464e+00,-3.026412466623766839e-01
3.461739778847146454e+00,-3.147062137162591755e-01
3.517823796669655056e+00,-1.277033478483179829e+00
3.802836682695299064e+00,-6.140991506167099434e-01
3.881719198787339842e+00,-6.743813558786242446e-01
3.884524623829868517e+00,-6.764501781245364498e-01
3.968598423441344725e+00,-7.359073328544323278e-01
4.024227956345996837e+00,-2.165633090668552363e+00
4.266418798015328306e+00,-9.021926180225867675e-01
4.274293611325229669e+00,-9.055612791667616568e-01
4.371595082444152069e+00,-9.424896137436779009e-01
4.384621393987789162e+00,-9.467633836114240919e-01
4.447041347779105536e+00,-2.397738599202205112e+00
4.581731822938431620e+00,-9.914764895728840344e-01
4.592799605348734993e+00,-9.928577089731475125e-01
4.640571497332380169e+00,-9.974222328065515120e-01
4.699447650095136098e+00,-9.999162621538655316e-01
4.717605005020583775e+00,-8.906309110730320500e-01
4.788906065853201000e+00,-9.970739958468449737e-01
4.808913245573494422e+00,-9.953451488774113232e-01
4.835616452204317461e+00,-9.924170979211518473e-01
4.913982010570690839e+00,-9.797488481547619310e-01
