0 , 0.0
1 , 1
2 , 16
3 , 81
4 , 256
5 , 312.5
6 , 1296
7 , 2401
8 , 4096
9 , 6561
10 , 5000.0
11 , 14641
12 , 20736
13 , 28561
14 , 38416
15 , 25312.5
16 , 65536
17 , 83521
18 , 104976
19 , 130321
20 , 80000.0
21 , 194481
22 , 234256
23 , 279841
24 , 331776
25 , 195312.5
26 , 456976
27 , 531441
28 , 614656
29 , 707281
30 , 405000.0
31 , 923521
32 , 1048576
33 , 1185921
34 , 1336336
35 , 750312.5
36 , 1679616
37 , 1874161
38 , 2085136
39 , 2313441
40 , 1280000.0
41 , 2825761
42 , 3111696
43 , 3418801
44 , 3748096
45 , 2050312.5
46 , 4477456
47 , 4879681
48 , 5308416
49 , 5764801
50 , 3125000.0
51 , 6765201
52 , 7311616
53 , 7890481
54 , 8503056
55 , 4575312.5
56 , 9834496
57 , 10556001
58 , 11316496
59 , 12117361
60 , 6480000.0
61 , 13845841
62 , 14776336
63 , 15752961
64 , 16777216
65 , 8925312.5
66 , 18974736
67 , 20151121
68 , 21381376
69 , 22667121
70 , 12005000.0
71 , 25411681
72 , 26873856
73 , 28398241
74 , 29986576
75 , 15820312.5
76 , 33362176
77 , 35153041
78 , 37015056
79 , 38950081
80 , 20480000.0
81 , 43046721
82 , 45212176
83 , 47458321
84 , 49787136
85 , 26100312.5
86 , 54700816
87 , 57289761
88 , 59969536
89 , 62742241
90 , 32805000.0
91 , 68574961
92 , 71639296
93 , 74805201
94 , 78074896
95 , 40725312.5
96 , 84934656
97 , 88529281
98 , 92236816
99 , 96059601
